When will you tell me?	nan2 kak mua2 zep1 mok1 pai2?	何時汝言行我？	Nǐ shénme shíhòu gàosù wǒ?	你什么时候告诉我？	何時.汝.言.行7.我	oga, wav	jekto.vatimeliju		いつあなたは私に言ってくれますか？	いつ教えてくれますか？	Aam di am ehoyogan jimka ven?
When can you tell me?	nan2 kak mua2 py zep1 mok1 pai2?	何時汝力言行我？	Shénme shíhou kěyǐ gàosu wǒ?	什么时候可以告诉我？	何時.汝.力.言.行7.我	oga, wav	jekto.vatimeliju		いつあなたは私に言えますか？	いつ教えていただけますか？	Aam di am kyanpa ehoyo jimka ven?
Can you tell me what this is?	mua2 py zep1 ka1 nan2?	汝力言此何？	nǐ néng gàosu wǒ zhè shì shénme ma?	你能告诉我这是什么吗？	汝.力.言2.此.何	oga, wav	falira.lyjotafis		あなたはこれが何か言えますか？	これが何なのか教えてもらえますか？	Aam he dim je'm ehoyo jimka ven?
This is my book.	ka1 pai2 a ak1.	此我之書。	zhè shì wǒ de shū.	这是我的书。	此.∅.我.之.書	oga, wav	falira.lyjotafis		これは私の本です	これは私の本です。	Dim je amn kittab.
He likes this book.	zap2 hia1 kait ka1 ak1.	彼心善此書。	Tā xǐhuan zhè běn shū.	他喜欢这本书。	彼.心善.此2.書	oga, wav	jekto.vatimeliju		あの人はこの本を好きです	彼はこの本が好きです。	Kar sukku din kittab.
She doesn't like this book.	zap2 mun1 hia1 kait ka1 ak1.	彼無心善此書。	Tā bù xǐhuan zhè běn shū.	她不喜欢这本书。	彼.無.心善.此2.書	oga, wav	jekto.vatimeliju		あの人はこの本を好きではありません	彼女はこの本が好きではありません。	Kas an sukku din kittab.
Which book is your book?	ie ka1 nan2 ak1 mua2 a (a)?	於此何書汝之(噫)？	nǎ běn shì nǐ de shū? / Nǎ běn shū shì nǐ de?	哪本是你的书？ / 哪本书是你的？	於2.此.何2.書.汝.之.(噫)	oga, wav	falira.lyjotafis		この中でどの本があなたのものですか？	あなたの本はどれですか? / あなたの本はどれですか?	Aamn kittab je'm fo dinai kittabtue?
That book is mine.	zap2 ak1 pai2 a (a).	彼書我之(噫)。	Nà běn shū shì wǒ de.	那本书是我的。	彼3.書.我.之.(噫)	oga, wav	falira.lyjotafis		あの本は私のものです	その本は私のものです。	Bwin kittab je amn moo.
What do you want?	mua2 hia1 guk2 nan2?	汝心受何？	nǐ xiǎng yào shénme?	你想要什么？	汝.心受.何	oga, wav	jekto.vatimeliju		あなたは何がほしいですか？	なんでしょう？	Aam wana'm?
Give the book to whomever wants it.	tui2 ka1 ak1 ie hia1 guk2 a cuk2 a be1.	与此書於心受之人之全。	zhè běn shū, shéi xiǎng yào, jiù gěi shéi ba.	这本书谁想要就给谁吧。	与.此2.書.於1.心受.之2.人.之.全	oga, wav	jekto.vatimeliju		欲しいと思う人全員に本を与えてください	この本を欲しい人にあげてください。	Amso zan kittabree di rost he wana dim.
Let's go.	mok1.	行。	zǒu ba.	走吧。	行	oga, wav	jekto.vatimeliju		行きましょう	さあ行こう。	Ti jegyan pu.
Go when you want. / Go if you want.	mua2 hia1 mok1 ua mok1.	汝心行而行。	Nǐ xiǎng zǒu jiù zǒu ba.	你想走就走吧。	汝.心.行.而.行	oga, wav	jekto.vatimeliju		あなたは行きたいときに行きます	必要に応じて出発できます。	Ikaphup pu zen aam wana.
Do whatever he tells you.	mua2 zau zap2 mua2 zep1 a be1.	汝為彼汝言之全。	tā gēn nǐ shuō shénme, nǐ jiù zuò shénme.	他跟你说什么，你就做什么。	汝.為.彼.汝.言3.之.全	oga, wav	falira.lyjotafis		あなたは彼があなたに言ったことすべてを行う	彼があなたに何を言っても、あなたはそうします。	Yanba pu most he kar di aam ehoyo.
Would you like to eat with me?	mua2 hia1 at pai2 iam1 yn2?	汝心加我口乎？	Nǐ xiǎng gēn wǒ yīqǐ chī fàn ma?	你想跟我一起吃饭吗？	汝.心.加.我.口.乎	oga, wav	falira.lyjotafis		あなたは私と食べたいですか？	私と一緒に夕食を食べませんか？	Aam bi am wana jikigan?
I gave you a book.	pai2 tui2 ta ie mua2 ak1.	我与終於汝書。	wǒ gěi le nǐ yī běn shū.	我给了你一本书。	我.与.終.於1.汝.書	oga, wav	jekto.vatimeliju		私はあなたに本を与えました	私はあなたに本をあげました。	Am amsotei kittabree di aam.
I work with him.	pai2 at zap2 naip2.	我加彼労。	Wǒ gēn tā yīqǐ gōngzuò.	我跟他一起工作。	我.加.彼.労	oga, wav	jekto.vatimeliju		私はあの人と働いています	私は彼と一緒に仕事をしています。	Am gyakta bi kar.
"I also want to." "Then go with us!"	pai2 bap hia1. ua pai2 ge mok1 a!	「我同心。」「而我等行噫。」	"Wǒ yě xiǎng." "Nà gēn wǒmen yī qǐ qù ba!"	「我也想。」 「那跟我们一起去吧！」	我.同.心..而.我等.行.噫	oga, wav	jekto.vatimeliju		「私もしたいです」「では私たちで行きましょう」	「私も行きたいです。」「じゃあ、一緒に行きましょう！」	"Mo am wana." "Ikaphupgan pu bi amz!"
Please come with me.	hia1 at pai2 sak2 ut2.	心加我来下。	Qǐng gēn wǒ lái.	请跟我来。	心0.加.我.来2.下	oga, wav	jekto.vatimeliju		私と来てください	こちらです。	Goodis bi am pu.
Please let me through / pardon me	hia1 tui2 pai2 mok1.	心与我行。	Qǐng ràng yī ràng!	请让一让！	心0.与2.我.行	oga, wav	jekto.vatimeliju		私に行かせてください	すみません！	Kyanpa jo zusto?
Qa, sit down.	kua2. ut2 ie cy2.	筆。下於席。	Xiǎo Bǐ, zuò ba.	小筆,坐吧。	筆..下2.於1.席	oga, wav	jekto.vatimeliju		筆（クア）。座りなさい	シャオビ、座ってください。	Abwe pu, tar Kua.
Do you like school?	mua2 hia1 kait nui2 hue.	汝心善学処。	Nǐ xǐhuan xuéxiào ma?	你喜欢学校吗？	汝.心善.学処	oga, wav	jekto.vatimeliju		あなたは学校が好きですか？	あなたは学校が好きですか？	Aam hakbaree sukku?
I am at school.	pai2 aim2 ie nui2 hue.	我在於学処。	Wǒ zài xuéxiào.	我在学校。	我.在3.於.学処	oga, wav	jekto.vatimeliju		私は学校にいます	学校にいる。	Am ansum en hakba.
The students don't like school.	nui2 cuk2 mun1 hia1 kait nui2 hue.	学人無心善学処。	Xuéshēng bù xǐhuan xuéxiào.	学生不喜欢学校。	学人.無.心善.学処	oga, wav	jekto.vatimeliju		生徒は学校が好きではありません	生徒たちは学校が好きではありません。	Haksamtue an sukku hakba.
I'm going to school.	pai2 mok1 mok1 nui2 hue.	我行行学処。	Wǒ yào qù xuéxiào.	我要去学校。	我.行2.行.学処	oga, wav	jekto.vatimeliju		私は学校に行くところです	私は学校に行く。	Am ikaphupdis di hakba.
Where is the school?	nui2 hue nan2 hue?	学処何処？	Xuéxiào zài nǎli?	学校在哪里？	学処.何処	oga, wav	jekto.vatimeliju		学校はどこですか？	学校はどこですか？	Hakba ansum wee ven?
This school is very big.	ka1 nui2 hue kit ma1.	此学処極大。	Zhè suǒ xuéxiào hěn dà.	这所学校很大。	此2.学処.極.大	oga, wav	jekto.vatimeliju		この学校はとても大きいです	この学校は大きいです。	Din hakba je raz dekan.
I'm a teacher.	pai2 tui2 nui2 a cuk2.	我与学之人。	Wǒ shì lǎoshī.	我是老师。	我.∅.与#学.与!学.之2.人	oga, wav	jekto.vatimeliju		私は教師です	私は教師です。	Am je hakman.
She is our teacher.	zap2 pai2 ge a tui2 nui2 cuk2.	彼我等之与学人。	Tā shì wǒmen de lǎoshī.	她是我们的老师。	彼.∅.我等.之.与学人	oga, wav	jekto.vatimeliju		あの人は私たちの教師です	彼女は私たちの先生です。	Kas je tin hakman / Kas je amzn hakman.
They are good teachers.	zap2 ge kait tui2 nui2 cuk2.	彼等善与学人。	tāmen dōu shì hǎo lǎoshī.	他们都是好老师。	彼等.∅.善2.与学人	oga, wav	jekto.vatimeliju		あの人たちは良い教師です	彼らは皆良い先生です。	Bwins je raz hakman.
Are you going to go see the teacher?	mua2 mok1 ta1 tui2 nui2 cuk2 yn2?	汝行目与学人乎？	Nǐ yào qù kàn lǎoshī ma?	你要去看老师吗？	汝.行目2.与学人.乎	oga, wav	jekto.vatimeliju		教師に会いにいかれるんですか？	先生に会いに行きますか？	Aam ikaphupgan mo hakmanree kensogan?
He is going to see the teacher.	zap2 mok1 ta1 tui2 nui2 cuk2.	彼行目与学人。	Tā yào qù kàn lǎoshī.	他要去看老师。	彼.行目2.与学人	oga, wav	jekto.vatimeliju		あの人は教師に会いにいくつもりです	彼は先生に会いたいと思っています。	Kar kensogan hakman.
The teacher is going to school.	tui2 nui2 cuk2 mok1 mok1 nui2 hue.	与学人行行学処。	Lǎoshī yào qù xuéxiào.	老师要去学校。	与学人.行2.行.学処	oga, wav	jekto.vatimeliju		あの教師は学校へ行きます	先生は学校に行っています。	Hakman ikaphupgan di hakba.
Where is the teacher going?	tui2 nui2 cuk2 mok1 nan2 hue?	与学人行何処？	Lǎoshī qù nǎli?	老师去哪里？	与学人.行.何処	oga, wav	jekto.vatimeliju		あの教師はどこに行かれるのですか？	先生はどこへ行きますか？	Hakman ikaphupdis wee di?
Listen to the teacher.	lua1 can2 tui2 nui2 cuk2.	耳識与学人。	Tīng lǎoshī shuō.	听老师说。	耳識.与学人	oga, wav	jekto.vatimeliju		教師の言うことを聞きなさい	先生に耳を傾ける。	Rom pu di hakman.
The teacher is of the Ai'ren Republic.	tui2 nui2 cuk2 ai2 sip1 a (a).	与学人冠国之(噫)。	Lǎoshī shì Guānguórén.	老师是冠国人。	与学人.冠国.之.(噫)	oga, wav	falira.lyjotafis		あの教師はアイルの人だ	先生は広国の出身です。	Hakman je naaro fo Toktanaara fo Air.
I don't understand what the teacher says.	pai2 mun1 can2 tui2 nui2 cuk2 zep1.	我無識与学人言。	Wǒ tīng bù dǒng lǎoshī shuō de huà.	我听不懂老师说的话。	我.無.識#言.与学人.識!言	oga, wav	jekto.vatimeliju		私は教師の言っていることがわかりません	先生が何を言ったか理解できません。	Am an nestenor he hakman ehodis'm.
She wants to be a teacher.	zap2 hia1 mok1 tui2 nui2 cuk2.	彼心行与学人。	Tā xiǎng dāng lǎoshī.	她想当老师。	彼.心.行4.与学人	oga, wav	jekto.vatimeliju		あの人は教師になりたがっています	彼女は教師になりたいと思っています。	Kas wana chemn di hakman.
Are you studying?	mua2 aim2 nui2 yn2?	汝在学乎？	nín xuéxí ma?	您学习吗？	汝.在.学.乎	oga, wav	jekto.vatimeliju		あなたは勉強していらっしゃいますか？	勉強しますか？	Aam janbadis?
